,City 1,State 1,City 2,State 2,State 2  W2V
511,Baltimore,Maryland,Honolulu,Hawaii,Hawaii
512,Baltimore,Maryland,Pittsburgh,Pennsylvania,Pennsylvania
513,Baltimore,Maryland,Lexington,Kentucky,Kentucky
514,Baltimore,Maryland,Stockton,California,None
515,Baltimore,Maryland,Cincinnati,Ohio,Kentucky
516,Baltimore,Maryland,Anchorage,Alaska,None
517,Baltimore,Maryland,Toledo,Ohio,None
518,Baltimore,Maryland,Plano,Texas,None
519,Baltimore,Maryland,Henderson,Nevada,Davidson
520,Baltimore,Maryland,Orlando,Florida,Florida
521,Baltimore,Maryland,Laredo,Texas,Texas
522,Baltimore,Maryland,Chandler,Arizona,Parker
523,Baltimore,Maryland,Madison,Wisconsin,Wisconsin
524,Baltimore,Maryland,Lubbock,Texas,Texas
525,Baltimore,Maryland,Garland,Texas,McKinney
526,Baltimore,Maryland,Glendale,Arizona,California
527,Baltimore,Maryland,Hialeah,Florida,None
528,Baltimore,Maryland,Reno,Nevada,Nevada
529,Baltimore,Maryland,Scottsdale,Arizona,None
530,Nashville,Tennessee,Louisville,Kentucky,Kentucky
531,Nashville,Tennessee,Milwaukee,Wisconsin,Wisconsin
532,Nashville,Tennessee,Portland,Oregon,Oregon
533,Nashville,Tennessee,Tucson,Arizona,Arizona
534,Nashville,Tennessee,Fresno,California,Oregon
535,Nashville,Tennessee,Sacramento,California,California
536,Nashville,Tennessee,Mesa,Arizona,Arizona
537,Nashville,Tennessee,Atlanta,Georgia,Georgia
538,Nashville,Tennessee,Omaha,Nebraska,Nebraska
539,Nashville,Tennessee,Miami,Florida,Florida
540,Nashville,Tennessee,Tulsa,Oklahoma,Oklahoma
541,Nashville,Tennessee,Oakland,California,Michigan
542,Nashville,Tennessee,Cleveland,Ohio,Ohio
543,Nashville,Tennessee,Minneapolis,Minnesota,Minnesota
544,Nashville,Tennessee,Wichita,Kansas,Kansas
545,Nashville,Tennessee,Arlington,Texas,Texas
546,Nashville,Tennessee,Bakersfield,California,Fresno
547,Nashville,Tennessee,Tampa,Florida,None
548,Nashville,Tennessee,Anaheim,California,None
549,Nashville,Tennessee,Honolulu,Hawaii,Hawaii
550,Nashville,Tennessee,Pittsburgh,Pennsylvania,Pennsylvania
551,Nashville,Tennessee,Lexington,Kentucky,Kentucky
552,Nashville,Tennessee,Stockton,California,None
553,Nashville,Tennessee,Cincinnati,Ohio,Ohio
554,Nashville,Tennessee,Anchorage,Alaska,None
555,Nashville,Tennessee,Toledo,Ohio,None
556,Nashville,Tennessee,Plano,Texas,None
557,Nashville,Tennessee,Henderson,Nevada,Smith
558,Nashville,Tennessee,Orlando,Florida,Florida
559,Nashville,Tennessee,Laredo,Texas,Texas
560,Nashville,Tennessee,Chandler,Arizona,Parker
561,Nashville,Tennessee,Madison,Wisconsin,Wisconsin
562,Nashville,Tennessee,Lubbock,Texas,Texas
563,Nashville,Tennessee,Garland,Texas,Blanton
564,Nashville,Tennessee,Glendale,Arizona,Arizona
565,Nashville,Tennessee,Hialeah,Florida,None
566,Nashville,Tennessee,Reno,Nevada,Nevada
567,Nashville,Tennessee,Scottsdale,Arizona,None
568,Nashville,Tennessee,Irving,Texas,Texas
569,Louisville,Kentucky,Milwaukee,Wisconsin,Wisconsin
570,Louisville,Kentucky,Portland,Oregon,Oregon
571,Louisville,Kentucky,Tucson,Arizona,Arizona
572,Louisville,Kentucky,Fresno,California,California
573,Louisville,Kentucky,Sacramento,California,California
574,Louisville,Kentucky,Mesa,Arizona,Nevada
575,Louisville,Kentucky,Atlanta,Georgia,Georgia
576,Louisville,Kentucky,Omaha,Nebraska,Nebraska
577,Louisville,Kentucky,Miami,Florida,Florida
578,Louisville,Kentucky,Tulsa,Oklahoma,Oklahoma
579,Louisville,Kentucky,Oakland,California,California
580,Louisville,Kentucky,Cleveland,Ohio,Ohio
581,Louisville,Kentucky,Minneapolis,Minnesota,Minnesota
582,Louisville,Kentucky,Wichita,Kansas,Kansas
583,Louisville,Kentucky,Arlington,Texas,Virginia
584,Louisville,Kentucky,Bakersfield,California,California
585,Louisville,Kentucky,Tampa,Florida,None
586,Louisville,Kentucky,Anaheim,California,None
587,Louisville,Kentucky,Honolulu,Hawaii,Hawaii
588,Louisville,Kentucky,Pittsburgh,Pennsylvania,Pennsylvania
589,Louisville,Kentucky,Stockton,California,None
590,Louisville,Kentucky,Cincinnati,Ohio,Ohio
591,Louisville,Kentucky,Anchorage,Alaska,None
592,Louisville,Kentucky,Toledo,Ohio,None
593,Louisville,Kentucky,Plano,Texas,None
594,Louisville,Kentucky,Henderson,Nevada,Boyd
595,Louisville,Kentucky,Orlando,Florida,Florida
596,Louisville,Kentucky,Laredo,Texas,Texas
597,Louisville,Kentucky,Chandler,Arizona,Wilson
598,Louisville,Kentucky,Madison,Wisconsin,Wisconsin
599,Louisville,Kentucky,Lubbock,Texas,Texas
600,Louisville,Kentucky,Garland,Texas,Blanton
601,Louisville,Kentucky,Glendale,Arizona,Arizona
602,Louisville,Kentucky,Hialeah,Florida,None
603,Louisville,Kentucky,Reno,Nevada,Nevada
604,Louisville,Kentucky,Scottsdale,Arizona,None
605,Louisville,Kentucky,Irving,Texas,Texas
606,Louisville,Kentucky,Fremont,California,None
607,Milwaukee,Wisconsin,Portland,Oregon,Oregon
608,Milwaukee,Wisconsin,Tucson,Arizona,Arizona
609,Milwaukee,Wisconsin,Fresno,California,Oregon
610,Milwaukee,Wisconsin,Sacramento,California,California
611,Milwaukee,Wisconsin,Mesa,Arizona,Idaho
612,Milwaukee,Wisconsin,Atlanta,Georgia,Georgia
613,Milwaukee,Wisconsin,Omaha,Nebraska,Nebraska
614,Milwaukee,Wisconsin,Miami,Florida,Florida
615,Milwaukee,Wisconsin,Tulsa,Oklahoma,Oklahoma
616,Milwaukee,Wisconsin,Oakland,California,Michigan
617,Milwaukee,Wisconsin,Cleveland,Ohio,Ohio
618,Milwaukee,Wisconsin,Minneapolis,Minnesota,Minnesota
619,Milwaukee,Wisconsin,Wichita,Kansas,Kansas
620,Milwaukee,Wisconsin,Arlington,Texas,Virginia
621,Milwaukee,Wisconsin,Bakersfield,California,California
622,Milwaukee,Wisconsin,Tampa,Florida,None
623,Milwaukee,Wisconsin,Anaheim,California,None
624,Milwaukee,Wisconsin,Honolulu,Hawaii,Hawaii
625,Milwaukee,Wisconsin,Pittsburgh,Pennsylvania,Pennsylvania
626,Milwaukee,Wisconsin,Lexington,Kentucky,Kentucky
627,Milwaukee,Wisconsin,Stockton,California,None
628,Milwaukee,Wisconsin,Cincinnati,Ohio,Ohio
629,Milwaukee,Wisconsin,Anchorage,Alaska,None
630,Milwaukee,Wisconsin,Toledo,Ohio,None
631,Milwaukee,Wisconsin,Plano,Texas,None
632,Milwaukee,Wisconsin,Henderson,Nevada,McIntosh
633,Milwaukee,Wisconsin,Orlando,Florida,Florida
634,Milwaukee,Wisconsin,Laredo,Texas,Texas
635,Milwaukee,Wisconsin,Chandler,Arizona,Fowler
636,Milwaukee,Wisconsin,Lubbock,Texas,Texas
637,Milwaukee,Wisconsin,Garland,Texas,McKinney
638,Milwaukee,Wisconsin,Glendale,Arizona,Arizona
639,Milwaukee,Wisconsin,Hialeah,Florida,None
640,Milwaukee,Wisconsin,Reno,Nevada,Nevada
641,Milwaukee,Wisconsin,Scottsdale,Arizona,None
642,Milwaukee,Wisconsin,Irving,Texas,Texas
643,Milwaukee,Wisconsin,Fremont,California,None
644,Milwaukee,Wisconsin,Irvine,California,None
645,Portland,Oregon,Tucson,Arizona,Arizona
646,Portland,Oregon,Fresno,California,California
647,Portland,Oregon,Sacramento,California,California
648,Portland,Oregon,Mesa,Arizona,Arizona
649,Portland,Oregon,Atlanta,Georgia,Georgia
650,Portland,Oregon,Omaha,Nebraska,Nebraska
651,Portland,Oregon,Miami,Florida,Florida
652,Portland,Oregon,Tulsa,Oklahoma,Oklahoma
653,Portland,Oregon,Oakland,California,California
654,Portland,Oregon,Cleveland,Ohio,Ohio
655,Portland,Oregon,Minneapolis,Minnesota,Minnesota
656,Portland,Oregon,Wichita,Kansas,Kansas
657,Portland,Oregon,Arlington,Texas,Texas
658,Portland,Oregon,Bakersfield,California,California
659,Portland,Oregon,Tampa,Florida,None
660,Portland,Oregon,Anaheim,California,None
661,Portland,Oregon,Honolulu,Hawaii,Hawaii
662,Portland,Oregon,Pittsburgh,Pennsylvania,Pennsylvania
663,Portland,Oregon,Lexington,Kentucky,Kentucky
664,Portland,Oregon,Stockton,California,None
665,Portland,Oregon,Cincinnati,Ohio,Ohio
666,Portland,Oregon,Anchorage,Alaska,None
667,Portland,Oregon,Toledo,Ohio,None
668,Portland,Oregon,Plano,Texas,None
669,Portland,Oregon,Henderson,Nevada,Hawkins
670,Portland,Oregon,Orlando,Florida,Florida
671,Portland,Oregon,Laredo,Texas,Texas
672,Portland,Oregon,Chandler,Arizona,Arizona
673,Portland,Oregon,Madison,Wisconsin,Wisconsin
674,Portland,Oregon,Lubbock,Texas,Texas
675,Portland,Oregon,Garland,Texas,Blanton
676,Portland,Oregon,Glendale,Arizona,Arizona
677,Portland,Oregon,Hialeah,Florida,None
678,Portland,Oregon,Reno,Nevada,Nevada
679,Portland,Oregon,Scottsdale,Arizona,None
680,Portland,Oregon,Irving,Texas,Texas
681,Portland,Oregon,Fremont,California,None
682,Portland,Oregon,Irvine,California,None
683,Portland,Oregon,Spokane,Washington,Idaho
684,Tucson,Arizona,Fresno,California,Oregon
685,Tucson,Arizona,Sacramento,California,California
686,Tucson,Arizona,Atlanta,Georgia,Georgia
687,Tucson,Arizona,Omaha,Nebraska,Nebraska
688,Tucson,Arizona,Miami,Florida,Florida
689,Tucson,Arizona,Tulsa,Oklahoma,Oklahoma
690,Tucson,Arizona,Oakland,California,Michigan
691,Tucson,Arizona,Cleveland,Ohio,Ohio
692,Tucson,Arizona,Minneapolis,Minnesota,Minnesota
693,Tucson,Arizona,Wichita,Kansas,Kansas
694,Tucson,Arizona,Arlington,Texas,Texas
695,Tucson,Arizona,Bakersfield,California,Fresno
696,Tucson,Arizona,Tampa,Florida,None
697,Tucson,Arizona,Anaheim,California,None
698,Tucson,Arizona,Honolulu,Hawaii,Hawaii
699,Tucson,Arizona,Pittsburgh,Pennsylvania,Cincinnati
700,Tucson,Arizona,Lexington,Kentucky,Kentucky
701,Tucson,Arizona,Stockton,California,None
702,Tucson,Arizona,Cincinnati,Ohio,Ohio
703,Tucson,Arizona,Anchorage,Alaska,None
704,Tucson,Arizona,Toledo,Ohio,None
705,Tucson,Arizona,Plano,Texas,None
706,Tucson,Arizona,Henderson,Nevada,Smith
707,Tucson,Arizona,Orlando,Florida,Florida
708,Tucson,Arizona,Laredo,Texas,Texas
709,Tucson,Arizona,Madison,Wisconsin,Wisconsin
710,Tucson,Arizona,Lubbock,Texas,Texas
711,Tucson,Arizona,Garland,Texas,Weaver
712,Tucson,Arizona,Hialeah,Florida,None
713,Tucson,Arizona,Reno,Nevada,Nevada
714,Tucson,Arizona,Irving,Texas,Texas
715,Tucson,Arizona,Fremont,California,None
716,Tucson,Arizona,Irvine,California,None
717,Tucson,Arizona,Spokane,Washington,Oregon
718,Tucson,Arizona,Modesto,California,None
719,Fresno,California,Mesa,Arizona,Arizona
720,Fresno,California,Atlanta,Georgia,Philadelphia
721,Fresno,California,Omaha,Nebraska,Nebraska
722,Fresno,California,Miami,Florida,Florida
723,Fresno,California,Tulsa,Oklahoma,Oklahoma
724,Fresno,California,Cleveland,Ohio,Ohio
725,Fresno,California,Minneapolis,Minnesota,Minnesota
726,Fresno,California,Wichita,Kansas,Kansas
727,Fresno,California,Arlington,Texas,Virginia
728,Fresno,California,Tampa,Florida,None
729,Fresno,California,Honolulu,Hawaii,Hawaii
730,Fresno,California,Pittsburgh,Pennsylvania,Pennsylvania
731,Fresno,California,Lexington,Kentucky,Kentucky
732,Fresno,California,Cincinnati,Ohio,Ohio
733,Fresno,California,Anchorage,Alaska,None
734,Fresno,California,Toledo,Ohio,None
735,Fresno,California,Plano,Texas,None
736,Fresno,California,Henderson,Nevada,Smith
737,Fresno,California,Orlando,Florida,Florida
738,Fresno,California,Laredo,Texas,Texas
739,Fresno,California,Chandler,Arizona,Parker
740,Fresno,California,Madison,Wisconsin,Wisconsin
741,Fresno,California,Lubbock,Texas,Texas
742,Fresno,California,Garland,Texas,Texas
743,Fresno,California,Glendale,Arizona,Burbank
744,Fresno,California,Hialeah,Florida,None
745,Fresno,California,Reno,Nevada,Nevada
746,Fresno,California,Scottsdale,Arizona,None
747,Fresno,California,Irving,Texas,Texas
748,Fresno,California,Spokane,Washington,Oregon
749,Fresno,California,Shreveport,Louisiana,Louisiana
750,Sacramento,California,Mesa,Arizona,Arizona
751,Sacramento,California,Atlanta,Georgia,Georgia
752,Sacramento,California,Omaha,Nebraska,Nebraska
753,Sacramento,California,Miami,Florida,Florida
754,Sacramento,California,Tulsa,Oklahoma,Oklahoma
755,Sacramento,California,Cleveland,Ohio,Ohio
756,Sacramento,California,Minneapolis,Minnesota,Minnesota
757,Sacramento,California,Wichita,Kansas,Kansas
758,Sacramento,California,Arlington,Texas,Texas
759,Sacramento,California,Tampa,Florida,None
760,Sacramento,California,Honolulu,Hawaii,Hawaii
761,Sacramento,California,Pittsburgh,Pennsylvania,Pennsylvania
762,Sacramento,California,Lexington,Kentucky,Kentucky
763,Sacramento,California,Cincinnati,Ohio,Ohio
764,Sacramento,California,Anchorage,Alaska,None
765,Sacramento,California,Toledo,Ohio,None
766,Sacramento,California,Plano,Texas,None
767,Sacramento,California,Henderson,Nevada,Boyd
768,Sacramento,California,Orlando,Florida,Florida
769,Sacramento,California,Laredo,Texas,Texas
770,Sacramento,California,Chandler,Arizona,Wilson
771,Sacramento,California,Madison,Wisconsin,Wisconsin
772,Sacramento,California,Lubbock,Texas,Texas
773,Sacramento,California,Garland,Texas,Texas
774,Sacramento,California,Glendale,Arizona,Burbank
775,Sacramento,California,Hialeah,Florida,None
776,Sacramento,California,Reno,Nevada,Nevada
777,Sacramento,California,Scottsdale,Arizona,None
778,Sacramento,California,Irving,Texas,Texas
779,Sacramento,California,Spokane,Washington,Idaho
780,Sacramento,California,Shreveport,Louisiana,Louisiana
781,Sacramento,California,Tacoma,Washington,None
782,Mesa,Arizona,Atlanta,Georgia,Georgia
783,Mesa,Arizona,Omaha,Nebraska,Nebraska
784,Mesa,Arizona,Miami,Florida,Florida
785,Mesa,Arizona,Tulsa,Oklahoma,Oklahoma
786,Mesa,Arizona,Oakland,California,Minnesota
787,Mesa,Arizona,Cleveland,Ohio,Ohio
788,Mesa,Arizona,Minneapolis,Minnesota,Minnesota
789,Mesa,Arizona,Wichita,Kansas,Kansas
790,Mesa,Arizona,Arlington,Texas,Virginia
791,Mesa,Arizona,Bakersfield,California,California
792,Mesa,Arizona,Tampa,Florida,None
793,Mesa,Arizona,Anaheim,California,None
794,Mesa,Arizona,Honolulu,Hawaii,Hawaii
795,Mesa,Arizona,Pittsburgh,Pennsylvania,Philadelphia
796,Mesa,Arizona,Lexington,Kentucky,Kentucky
797,Mesa,Arizona,Stockton,California,None
798,Mesa,Arizona,Cincinnati,Ohio,Ohio
799,Mesa,Arizona,Anchorage,Alaska,None
800,Mesa,Arizona,Toledo,Ohio,None
801,Mesa,Arizona,Plano,Texas,None
802,Mesa,Arizona,Henderson,Nevada,Robinson
803,Mesa,Arizona,Orlando,Florida,Florida
804,Mesa,Arizona,Laredo,Texas,Texas
805,Mesa,Arizona,Madison,Wisconsin,Wisconsin
806,Mesa,Arizona,Lubbock,Texas,Texas
807,Mesa,Arizona,Garland,Texas,Tennessee
808,Mesa,Arizona,Hialeah,Florida,None
809,Mesa,Arizona,Reno,Nevada,Nevada
810,Mesa,Arizona,Irving,Texas,Texas
811,Mesa,Arizona,Fremont,California,None
812,Mesa,Arizona,Irvine,California,None
813,Mesa,Arizona,Spokane,Washington,Oregon
814,Mesa,Arizona,Modesto,California,None
815,Mesa,Arizona,Shreveport,Louisiana,Louisiana
816,Mesa,Arizona,Tacoma,Washington,None
817,Mesa,Arizona,Oxnard,California,California
818,Atlanta,Georgia,Omaha,Nebraska,Nebraska
819,Atlanta,Georgia,Miami,Florida,Florida
820,Atlanta,Georgia,Tulsa,Oklahoma,Oklahoma
821,Atlanta,Georgia,Oakland,California,Berkeley
822,Atlanta,Georgia,Cleveland,Ohio,Ohio
823,Atlanta,Georgia,Minneapolis,Minnesota,Minnesota
824,Atlanta,Georgia,Wichita,Kansas,Kansas
825,Atlanta,Georgia,Arlington,Texas,Virginia
826,Atlanta,Georgia,Bakersfield,California,Fresno
827,Atlanta,Georgia,Tampa,Florida,None
828,Atlanta,Georgia,Anaheim,California,None
829,Atlanta,Georgia,Honolulu,Hawaii,Hawaii
830,Atlanta,Georgia,Pittsburgh,Pennsylvania,Pennsylvania
831,Atlanta,Georgia,Lexington,Kentucky,Kentucky
832,Atlanta,Georgia,Stockton,California,None
833,Atlanta,Georgia,Cincinnati,Ohio,Ohio
834,Atlanta,Georgia,Anchorage,Alaska,None
835,Atlanta,Georgia,Toledo,Ohio,None
836,Atlanta,Georgia,Plano,Texas,None
837,Atlanta,Georgia,Henderson,Nevada,Morgan
838,Atlanta,Georgia,Orlando,Florida,Florida
839,Atlanta,Georgia,Laredo,Texas,Texas
840,Atlanta,Georgia,Chandler,Arizona,Wilson
841,Atlanta,Georgia,Madison,Wisconsin,Wisconsin
842,Atlanta,Georgia,Lubbock,Texas,Texas
843,Atlanta,Georgia,Garland,Texas,McKinney
844,Atlanta,Georgia,Glendale,Arizona,Arizona
845,Atlanta,Georgia,Hialeah,Florida,None
846,Atlanta,Georgia,Reno,Nevada,Nevada
847,Atlanta,Georgia,Scottsdale,Arizona,None
848,Atlanta,Georgia,Irving,Texas,Texas
849,Atlanta,Georgia,Fremont,California,None
850,Atlanta,Georgia,Irvine,California,None
851,Atlanta,Georgia,Spokane,Washington,Idaho
852,Atlanta,Georgia,Modesto,California,None
853,Atlanta,Georgia,Shreveport,Louisiana,Louisiana
854,Atlanta,Georgia,Tacoma,Washington,None
855,Atlanta,Georgia,Oxnard,California,Ventura
856,Atlanta,Georgia,Fontana,California,Sonora
857,Omaha,Nebraska,Miami,Florida,Florida
858,Omaha,Nebraska,Tulsa,Oklahoma,Oklahoma
859,Omaha,Nebraska,Oakland,California,Michigan
860,Omaha,Nebraska,Cleveland,Ohio,Ohio
861,Omaha,Nebraska,Minneapolis,Minnesota,Minnesota
862,Omaha,Nebraska,Wichita,Kansas,Kansas
863,Omaha,Nebraska,Arlington,Texas,Texas
864,Omaha,Nebraska,Bakersfield,California,Fresno
865,Omaha,Nebraska,Tampa,Florida,None
866,Omaha,Nebraska,Anaheim,California,None
867,Omaha,Nebraska,Honolulu,Hawaii,Hawaii
868,Omaha,Nebraska,Pittsburgh,Pennsylvania,Pennsylvania
869,Omaha,Nebraska,Lexington,Kentucky,Kentucky
870,Omaha,Nebraska,Stockton,California,None
871,Omaha,Nebraska,Cincinnati,Ohio,Ohio
872,Omaha,Nebraska,Anchorage,Alaska,None
873,Omaha,Nebraska,Toledo,Ohio,None
874,Omaha,Nebraska,Plano,Texas,None
875,Omaha,Nebraska,Henderson,Nevada,Robinson
876,Omaha,Nebraska,Orlando,Florida,Florida
877,Omaha,Nebraska,Laredo,Texas,Texas
878,Omaha,Nebraska,Chandler,Arizona,Parker
879,Omaha,Nebraska,Madison,Wisconsin,Wisconsin
880,Omaha,Nebraska,Lubbock,Texas,Texas
881,Omaha,Nebraska,Garland,Texas,Texas
882,Omaha,Nebraska,Glendale,Arizona,Arizona
883,Omaha,Nebraska,Hialeah,Florida,None
884,Omaha,Nebraska,Reno,Nevada,Nevada
885,Omaha,Nebraska,Scottsdale,Arizona,None
886,Omaha,Nebraska,Irving,Texas,Texas
887,Omaha,Nebraska,Fremont,California,None
888,Omaha,Nebraska,Irvine,California,None
889,Omaha,Nebraska,Spokane,Washington,Idaho
890,Omaha,Nebraska,Modesto,California,None
891,Omaha,Nebraska,Shreveport,Louisiana,Louisiana
892,Omaha,Nebraska,Tacoma,Washington,None
893,Omaha,Nebraska,Oxnard,California,Ventura
894,Omaha,Nebraska,Fontana,California,Glendora
895,Omaha,Nebraska,Akron,Ohio,Ohio
896,Miami,Florida,Tulsa,Oklahoma,Oklahoma
897,Miami,Florida,Oakland,California,California
898,Miami,Florida,Cleveland,Ohio,Ohio
899,Miami,Florida,Minneapolis,Minnesota,Minnesota
900,Miami,Florida,Wichita,Kansas,Kansas
901,Miami,Florida,Arlington,Texas,Texas
902,Miami,Florida,Bakersfield,California,California
903,Miami,Florida,Anaheim,California,None
904,Miami,Florida,Honolulu,Hawaii,Hawaii
905,Miami,Florida,Pittsburgh,Pennsylvania,Pennsylvania
906,Miami,Florida,Lexington,Kentucky,Kentucky
907,Miami,Florida,Stockton,California,None
908,Miami,Florida,Cincinnati,Ohio,Kentucky
909,Miami,Florida,Anchorage,Alaska,None
910,Miami,Florida,Toledo,Ohio,None
911,Miami,Florida,Plano,Texas,None
912,Miami,Florida,Henderson,Nevada,Boyd
913,Miami,Florida,Laredo,Texas,Texas
914,Miami,Florida,Chandler,Arizona,Fowler
915,Miami,Florida,Madison,Wisconsin,Wisconsin
916,Miami,Florida,Lubbock,Texas,Texas
917,Miami,Florida,Garland,Texas,Texas
918,Miami,Florida,Glendale,Arizona,Arizona
919,Miami,Florida,Reno,Nevada,Nevada
920,Miami,Florida,Scottsdale,Arizona,None
921,Miami,Florida,Irving,Texas,Texas
922,Miami,Florida,Fremont,California,None
923,Miami,Florida,Irvine,California,None
924,Miami,Florida,Spokane,Washington,Idaho
925,Miami,Florida,Modesto,California,None
926,Miami,Florida,Shreveport,Louisiana,Louisiana
927,Miami,Florida,Tacoma,Washington,None
928,Miami,Florida,Oxnard,California,Bakersfield
929,Miami,Florida,Fontana,California,California
930,Miami,Florida,Akron,Ohio,Ohio
931,Miami,Florida,Amarillo,Texas,None
932,Tulsa,Oklahoma,Oakland,California,Michigan
933,Tulsa,Oklahoma,Cleveland,Ohio,Ohio
934,Tulsa,Oklahoma,Minneapolis,Minnesota,Minnesota
935,Tulsa,Oklahoma,Wichita,Kansas,Kansas
936,Tulsa,Oklahoma,Arlington,Texas,Texas
937,Tulsa,Oklahoma,Bakersfield,California,Fresno
938,Tulsa,Oklahoma,Tampa,Florida,None
939,Tulsa,Oklahoma,Anaheim,California,None
940,Tulsa,Oklahoma,Honolulu,Hawaii,Hawaii
941,Tulsa,Oklahoma,Pittsburgh,Pennsylvania,Pennsylvania
942,Tulsa,Oklahoma,Lexington,Kentucky,Kentucky
943,Tulsa,Oklahoma,Stockton,California,None
944,Tulsa,Oklahoma,Cincinnati,Ohio,Ohio
945,Tulsa,Oklahoma,Anchorage,Alaska,None
946,Tulsa,Oklahoma,Toledo,Ohio,None
947,Tulsa,Oklahoma,Plano,Texas,None
948,Tulsa,Oklahoma,Henderson,Nevada,Robinson
949,Tulsa,Oklahoma,Orlando,Florida,Florida
950,Tulsa,Oklahoma,Laredo,Texas,Texas
951,Tulsa,Oklahoma,Chandler,Arizona,Parker
952,Tulsa,Oklahoma,Madison,Wisconsin,Wisconsin
953,Tulsa,Oklahoma,Lubbock,Texas,Texas
954,Tulsa,Oklahoma,Garland,Texas,McKinney
955,Tulsa,Oklahoma,Glendale,Arizona,Arizona
956,Tulsa,Oklahoma,Hialeah,Florida,None
957,Tulsa,Oklahoma,Reno,Nevada,Nevada
958,Tulsa,Oklahoma,Scottsdale,Arizona,None
959,Tulsa,Oklahoma,Irving,Texas,Texas
960,Tulsa,Oklahoma,Fremont,California,None
961,Tulsa,Oklahoma,Irvine,California,None
962,Tulsa,Oklahoma,Spokane,Washington,Oregon
963,Tulsa,Oklahoma,Modesto,California,None
964,Tulsa,Oklahoma,Shreveport,Louisiana,Louisiana
965,Tulsa,Oklahoma,Tacoma,Washington,None
966,Tulsa,Oklahoma,Oxnard,California,Ventura
967,Tulsa,Oklahoma,Fontana,California,Glendora
968,Tulsa,Oklahoma,Akron,Ohio,Ohio
969,Tulsa,Oklahoma,Amarillo,Texas,None
970,Tulsa,Oklahoma,Glendale,California,Arizona
971,Oakland,California,Cleveland,Ohio,Ohio
972,Oakland,California,Minneapolis,Minnesota,Minnesota
973,Oakland,California,Wichita,Kansas,Kansas
974,Oakland,California,Arlington,Texas,Virginia
975,Oakland,California,Tampa,Florida,None
976,Oakland,California,Honolulu,Hawaii,Hawaii
977,Oakland,California,Pittsburgh,Pennsylvania,Pennsylvania
978,Oakland,California,Lexington,Kentucky,Kentucky
979,Oakland,California,Cincinnati,Ohio,Ohio
980,Oakland,California,Anchorage,Alaska,None
981,Oakland,California,Toledo,Ohio,None
982,Oakland,California,Plano,Texas,None
983,Oakland,California,Henderson,Nevada,Nevada
984,Oakland,California,Orlando,Florida,Florida
985,Oakland,California,Laredo,Texas,Mexico
986,Oakland,California,Chandler,Arizona,Arizona
987,Oakland,California,Madison,Wisconsin,Wisconsin
988,Oakland,California,Lubbock,Texas,Texas
989,Oakland,California,Garland,Texas,Texas
990,Oakland,California,Glendale,Arizona,Nevada
991,Oakland,California,Hialeah,Florida,None
992,Oakland,California,Reno,Nevada,Nevada
993,Oakland,California,Scottsdale,Arizona,None
994,Oakland,California,Irving,Texas,Texas
995,Oakland,California,Spokane,Washington,Idaho
996,Oakland,California,Shreveport,Louisiana,Louisiana
997,Oakland,California,Tacoma,Washington,None
998,Oakland,California,Akron,Ohio,Ohio
999,Oakland,California,Amarillo,Texas,None
1000,Oakland,California,Tallahassee,Florida,Florida
1001,Cleveland,Ohio,Minneapolis,Minnesota,Minnesota
1002,Cleveland,Ohio,Wichita,Kansas,Kansas
1003,Cleveland,Ohio,Arlington,Texas,Virginia
1004,Cleveland,Ohio,Bakersfield,California,Fresno
1005,Cleveland,Ohio,Tampa,Florida,None
1006,Cleveland,Ohio,Anaheim,California,None
1007,Cleveland,Ohio,Honolulu,Hawaii,Hawaii
1008,Cleveland,Ohio,Pittsburgh,Pennsylvania,Pennsylvania
1009,Cleveland,Ohio,Lexington,Kentucky,Kentucky
1010,Cleveland,Ohio,Stockton,California,None
1011,Cleveland,Ohio,Anchorage,Alaska,None
1012,Cleveland,Ohio,Plano,Texas,None
1013,Cleveland,Ohio,Henderson,Nevada,Boyd
1014,Cleveland,Ohio,Orlando,Florida,Florida
1015,Cleveland,Ohio,Laredo,Texas,Texas
1016,Cleveland,Ohio,Chandler,Arizona,Huffman
1017,Cleveland,Ohio,Madison,Wisconsin,Wisconsin
1018,Cleveland,Ohio,Lubbock,Texas,Texas
1019,Cleveland,Ohio,Garland,Texas,Texas
1020,Cleveland,Ohio,Glendale,Arizona,Arizona
1021,Cleveland,Ohio,Hialeah,Florida,None
1022,Cleveland,Ohio,Reno,Nevada,Nevada
1023,Cleveland,Ohio,Scottsdale,Arizona,None
1024,Cleveland,Ohio,Irving,Texas,Texas
1025,Cleveland,Ohio,Fremont,California,None
1026,Cleveland,Ohio,Irvine,California,None
1027,Cleveland,Ohio,Spokane,Washington,Idaho
1028,Cleveland,Ohio,Modesto,California,None
1029,Cleveland,Ohio,Shreveport,Louisiana,Louisiana
1030,Cleveland,Ohio,Tacoma,Washington,None
1031,Cleveland,Ohio,Oxnard,California,California
1032,Cleveland,Ohio,Fontana,California,California
1033,Cleveland,Ohio,Amarillo,Texas,None
1034,Cleveland,Ohio,Glendale,California,Arizona
1035,Cleveland,Ohio,Tallahassee,Florida,Florida
1036,Cleveland,Ohio,Huntsville,Alabama,None
1037,Minneapolis,Minnesota,Wichita,Kansas,Kansas
1038,Minneapolis,Minnesota,Arlington,Texas,Texas
1039,Minneapolis,Minnesota,Bakersfield,California,Fresno
